# simulator=ardupilot,# scenario=flip
t,alpha_err,q_ref0,q_ref1,q_ref2,q_ref3,q_m0,q_m1,q_m2,q_m3,phi_ref,theta_ref,psi_ref,phi,theta,psi,p,q,r,tau_x,tau_y,tau_z,sat_x,sat_y,sat_z,thrust,desat,x,y,z
7.152557373046875e-07,0.05451572294246646,0.9999999999993688,1.1235210848769423e-06,0.0,0.0,0.9996285500095207,-0.020038757608574615,-0.017147403415425092,0.006868533720998056,2.247042169754357e-06,0.0,0.0,-0.04033243929702646,-0.03401335226840345,0.01442803556263726,0.027756554511037035,-0.0970815451464851,-0.09302462825516081,-0.5118238322904471,0.045377957938805835,0.5094688021311319,0.0,0.0,0.0,4.368076739505114,1.0,0.0,0.0,0.0
0.10698366165161133,0.37797468176473076,0.9859128749184117,0.1672596875224636,0.0,0.0,0.9996285500095207,-0.020038757608574615,-0.017147403415425092,0.006868533720998056,0.3360990854988382,0.0,0.0,-0.04033243929702646,-0.03401335226840345,0.01442803556263726,0.027756554511037035,-0.0970815451464851,-0.09302462825516081,-3.8501067787799235,0.02723268853395666,0.4501726428257957,0.0,0.0,0.0,4.380093456807741,1.0,0.0,0.0,0.0
0.10730504989624023,0.37897947299632917,0.9858283106640328,0.16775738998118453,0.0,0.0,0.9996285500095207,-0.020038757608574615,-0.017147403415425092,0.006868533720998056,0.3371087564471146,0.0,0.0,-0.04033243929702646,-0.03401335226840345,0.01442803556263726,0.027756554511037035,-0.0970815451464851,-0.09302462825516081,-3.860023239270954,0.027193319959228968,0.4499903400803291,0.0,0.0,0.0,4.3921101741103685,1.0,0.0,0.0,0.0
0.10759520530700684,0.37988663956267854,0.9857517486397988,0.16820668849239948,0.0,0.0,0.9996285500095207,-0.020038757608574615,-0.017147403415425092,0.006868533720998056,0.3380203065539782,0.0,0.0,-0.04033243929702646,-0.03401335226840345,0.01442803556263726,0.027756554511037035,-0.0970815451464851,-0.09302462825516081,-3.868975187499786,0.027157856318044238,0.44982573664691006,0.0,0.0,0.0,4.4041268914129965,1.0,0.0,0.0,0.0
0.1080026626586914,0.38116058378316114,0.9856438889954244,0.16883756716434736,0.0,0.0,0.9996285500095207,-0.020038757608574615,-0.017147403415425092,0.006868533720998056,0.3393003715766816,0.0,0.0,-0.04033243929702646,-0.03401335226840345,0.01442803556263726,0.027756554511037035,-0.0970815451464851,-0.09302462825516081,-3.8815448466758227,0.02710818234608825,0.4495945612729381,0.0,0.0,0.0,4.416143608715624,1.0,0.0,0.0,0.0
0.10824179649353027,0.3819082714569763,0.9855803989124639,0.16920779319980692,0.0,0.0,0.9996285500095207,-0.020038757608574615,-0.017147403415425092,0.006868533720998056,0.3400516326754362,0.0,0.0,-0.04033243929702646,-0.03401335226840345,0.01442803556263726,0.027756554511037035,-0.0970815451464851,-0.09302462825516081,-3.8889211717282066,0.027079097947217468,0.44945887129372447,0.0,0.0,0.0,4.428160326018251,1.0,0.0,0.0,0.0
0.12009954452514648,0.5452243400998431,0.9822579389959037,0.18753490682942064,0.0,0.0,0.9940757427156008,-0.07128235108110192,-0.06283689266638595,0.05276143562120258,0.3773038467796804,0.0,0.0,-0.14994525806993875,-0.11767876343659248,0.11490164252545645,-0.07607977126684105,0.010155676301144223,0.02568684488363822,-4.0,-1.4729556571405724,0.6980771844675775,1.0,0.0,0.0,4.515547616937299,1.0,0.0,0.0,0.0
0.14009618759155273,0.39741265963518957,0.9758837912938225,0.21829069125822817,0.0,0.0,0.9898343426419451,0.06578145460486863,0.005449011828892116,0.12598048510283014,0.4401251537335596,0.0,0.0,0.13198347825492976,-0.005787153343393138,0.2528049130586089,0.09364085689097423,-0.08709896955767245,0.08255035314365206,-3.412094778960345,-0.09525941888450185,2.15243422722515,0.0,0.0,0.0,4.485082031558803,1.0,0.0,0.0,0.0
0.1601119041442871,0.480798124820754,0.9685394318002803,0.24886013953220815,0.0,0.0,0.9855573203585569,0.06707346661867138,-0.06746527741502888,0.14009409233343123,0.5030063818119656,0.0,0.0,0.11488711830954063,-0.1523638192523635,0.27362334879110856,0.09441805062705685,0.08008212088825048,-0.018995267550007133,-3.9837249027821593,-2.324460819943724,2.4539257549223144,0.0,0.0,0.0,4.540181032146465,1.0,0.0,0.0,0.0
0.1800980567932129,0.7604836235659861,0.9602507020529162,0.27913901412536657,0.0,0.0,0.9891474170599014,-0.07614337338599704,0.10770234444381904,0.064728502334219,0.565794732147355,0.0,0.0,-0.1406833461000717,0.22481321844275792,0.11478443679264112,0.052932526391351487,-0.069934394905367,0.039019650037127984,-4.0,1.9867976103722054,1.6883117209776064,1.0,0.0,0.0,4.631141574268009,1.0,0.0,0.0,0.0
0.20011639595031738,0.8373393255526781,0.9510000014838232,0.3091908749911099,0.0,0.0,0.9910265655155928,-0.09326172451336416,-0.08154194929325101,0.05019469781380062,0.6286841993803834,0.0,0.0,-0.19657641786056354,-0.15285249754123836,0.11631319338164485,0.09232697722740665,0.06859191484197985,-0.045582892813757894,-4.0,-2.135690388084698,0.6327941921539006,1.0,0.0,0.0,4.623925271089602,1.0,0.0,0.0,0.0
0.22014546394348145,0.7757675602608762,0.9408033447337738,0.33895289722577093,0.0,0.0,0.9955636617074025,-0.03221117870183678,0.020119168517974417,0.0860851584916486,0.6916073722459579,0.0,0.0,-0.06077323164421115,0.04562145881802281,0.1711214915831036,0.07885614756313813,-0.07103831903310831,0.017185782202090147,-4.0,0.07914061925420929,1.687429981188059,1.0,0.0,0.0,4.507001265200301,1.0,0.0,0.0,0.0
0.24013972282409668,0.6791184090468257,0.929695668954628,0.3683286075327393,0.0,0.0,0.9987745234219177,0.038946811503164105,-0.010745659354299771,-0.028585451581172868,0.7544211890592714,0.0,0.0,0.07850764154189162,-0.01923954414179103,-0.057981066063097844,-0.061022343292247185,0.0031726166140377127,0.022212382497762098,-4.0,-0.0019175341594775824,-0.699523615533429,1.0,0.0,0.0,4.520758679644799,1.0,0.0,0.0,0.0
0.26012611389160156,1.0147154320276368,0.9176759329822489,0.3973296893326234,0.0,0.0,0.9940461840473953,-0.09609374263870617,0.029875225937115515,-0.04178094639550491,0.8172102884087173,0.0,0.0,-0.19502951083885475,0.05138754701899873,-0.08904101923646644,0.08885072709200156,-0.08134393085378994,0.02458788226754094,-4.0,1.2057074491400983,-0.627772623550969,1.0,0.0,0.0,4.611394917895742,1.0,0.0,0.0,0.0
0.2801086902618408,0.8032646453502307,0.9047543458681716,0.42593376672043387,0.0,0.0,0.9864147580134573,0.06564652503659547,0.09374463292916574,0.11784906754339497,0.879987403533258,0.0,0.0,0.15444316742481648,0.17029127215546014,0.2510251302888191,0.009097297870853338,0.052593045098530466,0.07168654538359517,-4.0,0.48202715563048115,2.644323031060465,1.0,0.0,0.0,4.651855565427048,1.0,0.0,0.0,0.0
0.30010247230529785,0.7759038553008346,0.8909334369184497,0.45413391304842987,0.0,0.0,0.995686922301933,0.08498594795984081,0.03223283827643685,0.01860068662487957,0.942799722318458,0.0,0.0,0.17159704864817504,0.061063979360499794,0.04261188897871187,-0.09212204501787875,-0.009419376968522436,0.053777253967814326,-4.0,0.4430797235724556,0.4090909569063921,1.0,0.0,0.0,4.618308939436225,1.0,0.0,0.0,0.0
