# simulator=ardupilot,# scenario=step
t,alpha_err,q_ref0,q_ref1,q_ref2,q_ref3,q_m0,q_m1,q_m2,q_m3,phi_ref,theta_ref,psi_ref,phi,theta,psi,p,q,r,tau_x,tau_y,tau_z,sat_x,sat_y,sat_z,thrust,desat,x,y,z
4.76837158203125e-07,0.10792353843213122,1.0,0.0,0.0,0.0,0.9985444169889828,-0.02002599205265217,0.03269896515126457,0.037931314510257004,0.0,0.0,0.0,-0.037605951492310496,0.06687179140223581,0.07467869773227406,-0.0901996116583051,0.061946906726074696,0.058635848694386844,-0.039721394419822975,0.4061916761209926,0.5240828954275927,0.0,0.0,0.0,1.9683724951322752,1.0,0.012895054183900356,-0.013728057965636253,1.983763575553894
0.04255318641662598,0.10792353843213122,1.0,0.0,0.0,0.0,0.9985444169889828,-0.02002599205265217,0.03269896515126457,0.037931314510257004,0.0,0.0,0.0,-0.037605951492310496,0.06687179140223581,0.07467869773227406,-0.0901996116583051,0.061946906726074696,0.058635848694386844,-0.039721394419822975,0.4061916761209926,0.5240828954275927,0.0,0.0,0.0,1.9684702009854909,1.0,0.012895054183900356,-0.013728057965636253,1.983763575553894
0.042795419692993164,0.10792353843213122,1.0,0.0,0.0,0.0,0.9985444169889828,-0.02002599205265217,0.03269896515126457,0.037931314510257004,0.0,0.0,0.0,-0.037605951492310496,0.06687179140223581,0.07467869773227406,-0.0901996116583051,0.061946906726074696,0.058635848694386844,-0.039721394419822975,0.4061916761209926,0.5240828954275927,0.0,0.0,0.0,1.9685679068387067,1.0,0.012895054183900356,-0.013728057965636253,1.983763575553894
0.06010293960571289,0.1529689834477759,1.0,0.0,0.0,0.0,0.9970764868626273,0.0633382452164373,0.025485218321575773,-0.03431107234822234,0.0,0.0,0.0,0.1250731153009261,0.05519585231052155,-0.06533906422620897,-0.036088296090000374,0.014166976459026759,0.01302457977944893,1.4111180886887473,0.4530364605954085,-0.7383197660822425,0.0,0.0,0.0,1.981286859705046,1.0,0.012806467711925507,-0.01378264743834734,1.9841262102127075
0.08013510704040527,0.09604513505043136,1.0,0.0,0.0,0.0,0.9988471380873669,-0.012942672158913947,-0.029497860347029472,0.03559154684767792,0.0,0.0,0.0,-0.02800606208833021,-0.05803898612751974,0.07204811723145854,0.05902361986600835,0.0510523790828494,-0.032652885748693405,-0.49494792264231235,-0.794166723271987,0.8424424799483321,0.0,0.0,0.0,1.9670960182948467,1.0,0.012871415354311466,-0.014075384475290775,1.984386920928955
0.10016202926635742,0.32427363838887635,1.0,0.0,0.0,0.0,0.9868845955955913,0.03848944174319697,0.07361983331172846,0.13841054148285314,0.0,0.0,0.0,0.09738821179164253,0.135064142788781,0.2852742398215969,0.0678731346850118,-0.09862064173066681,0.026926937700841785,0.49829629612389215,1.8668792331572364,2.660503078853696,0.0,0.0,0.0,1.9909174637169846,1.0,0.012907660566270351,-0.014325563795864582,1.9846519231796265
0.12033605575561523,0.2756150387738584,1.0,0.0,0.0,0.0,0.9905195615721167,0.07017627241478214,0.022072509606248587,0.11601333221931967,0.0,0.0,0.0,0.144702114707023,0.027447184748405334,0.23517446030523378,-0.025385973128915107,0.038424287695254605,-0.06304891789046951,1.5050693408113032,0.2877530413439533,2.5724623159482713,0.0,0.0,0.0,1.9859018291572377,1.0,0.012783031910657883,-0.014326704666018486,1.984990119934082
0.14012813568115234,0.22258546023686557,1.0,0.0,0.0,0.0,0.9938133537550539,0.05919587291488652,0.06940840295376209,0.0633509283861335,0.0,0.0,0.0,0.12789182993362153,0.1308306799917125,0.1357077616388039,-0.07635610620845197,0.06260423446278399,0.06504676553667385,1.4893418831315381,1.137751121224106,1.0068315055759745,0.0,0.0,0.0,1.9996983434231916,1.0,0.012780765071511269,-0.014519104734063148,1.9852114915847778
0.16014647483825684,0.22212263094640528,1.0,0.0,0.0,0.0,0.9938390287779517,0.08663860203774268,0.06901013621797308,0.003916454240786046,0.0,0.0,0.0,0.17527831423783147,0.13691869675427307,0.019930363597936037,-0.05177250408334766,0.044454099021342036,0.02977629869245113,1.939862057088244,1.2023863282740934,-0.040776109954083595,0.0,0.0,0.0,2.0189577891182546,1.0,0.012638773769140244,-0.014493784867227077,1.9854270219802856
0.18009495735168457,0.3636983449392761,1.0,0.0,0.0,0.0,0.9835109543221827,0.07383642105958525,0.08667826809609623,0.14050360669122458,0.0,0.0,0.0,0.1723817110523288,0.1503148963070394,0.29681045208328927,0.028912860344154218,-0.049541983834052616,-0.05820192741417003,1.3610769798150884,1.9317332972581351,3.042879843481172,0.0,0.0,0.0,2.0262987976769122,1.0,0.012727278284728527,-0.014838896691799164,1.9854425191879272
0.20010709762573242,0.19239740961380097,1.0,0.0,0.0,0.0,0.9953764718314959,-0.08245123037255632,0.049042341089651754,-0.00472469203028265,0.0,0.0,0.0,-0.16614425814016845,0.09700413159047797,-0.017576428535575665,-0.11304250543904504,0.0593416665975853,-0.022520716690799913,-1.1968545856949462,0.7434801554026939,-0.004410973842453342,0.0,0.0,0.0,2.0165285956215846,1.0,0.012909527868032455,-0.015337781980633736,1.985332727432251
0.22009062767028809,0.3078325722434958,1.0,0.0,0.0,0.0,0.988178254419635,-0.08228776371992746,0.09722461208281287,0.08532195637397813,0.0,0.0,0.0,-0.14980594329608143,0.20768213766409863,0.15661702926049773,-0.06481001434405514,-0.10928955946756287,0.09394620930308203,-1.3865152170223287,2.3816504795265088,1.3306542902672343,0.0,0.0,0.0,2.0530237530427558,1.0,0.01286577619612217,-0.01547029335051775,1.9851813316345215
